24,
1,acts_upstream_of_or_within_microsporocyte_differentiation
1,acts_upstream_of_or_within_lateral_root_development
2,acts_upstream_of_or_within_stomatal_complex_morphogenesis
1,involved_in_radial_pattern_formation
1,acts_upstream_of_or_within_positive_regulation_of_cell_differentiation
1,flowering
1,acts_upstream_of_or_within_cell_surface_receptor_signaling_pathway
1,acts_upstream_of_or_within_response_to_nitrate_starvation
1,acts_upstream_of_or_within_anther_development
2,acts_upstream_of_or_within_response_to_bacterium
1,acts_upstream_of_or_within_regulation_of_abscisic_acid_biosynthetic_process
1,acts_upstream_of_or_within_positive_regulation_of_secondary_growth
1,involved_in_cellular_response_to_nitric_oxide
13,involved_in_protein_phosphorylation
1,involved_in_guard_cell_differentiation
2,involved_in_response_to_molecule_of_bacterial_origin
1,involved_in_seed_development
1,acts_upstream_of_or_within_alternative_respiration
3,acts_upstream_of_or_within_seed_germination
1,involved_in_positive_regulation_of_defense_response_to_bacterium
1,acts_upstream_of_or_within_response_to_freezing
1,acts_upstream_of_or_within_negative_regulation_of_cell_division
1,acts_upstream_of_or_within_photoperiodism
2,acts_upstream_of_or_within_phenylpropanoid_metabolic_process
1,acts_upstream_of_or_within_cellular_water_homeostasis
1,involved_in_regulation_of_cell_growth
1,acts_upstream_of_or_within_xylem_and_phloem_pattern_formation
1,acts_upstream_of_or_within_leaf_formation
1,involved_in_negative_regulation_of_defense_response_to_insect
2,response_to_oxygen-containing_compound
1,acts_upstream_of_or_within_response_to_oxidative_stress
1,acts_upstream_of_or_within_mitochondrial_mRNA_modification
1,acts_upstream_of_or_within_defense_response
1,involved_in_transpiration
1,acts_upstream_of_or_within_epidermal_cell_differentiation
1,involved_in_maintenance_of_protein_location_in_nucleus
2,acts_upstream_of_or_within_gibberellin_metabolic_process
1,potassium_ion_import
2,acts_upstream_of_or_within_hyperosmotic_salinity_response
1,involved_in_positive_regulation_of_cell_growth
1,involved_in_endoplasmic_reticulum_membrane_organization
1,macromolecular_complex_subunit_organization
1,acts_upstream_of_or_within_regulation_of_plant_organ_morphogenesis
2,involved_in_response_to_cold
2,acts_upstream_of_or_within_floral_organ_development
1,jasmonic_acid_biosynthetic_process
1,has_protein_modification_of_type_protein_ubiquitination
1,acts_upstream_of_or_within_response_to_strigolactone
1,acts_upstream_of_or_within_phloem_transport
16,DNA-templated
1,involved_in_endoplasmic_reticulum-plasma_membrane_tethering
2,acts_upstream_of_or_within_systemic_acquired_resistance
1,primary_metabolic_process
1,organ_development
1,acts_upstream_of_or_within_regulation_of_growth_rate
1,acts_upstream_of_or_within_regulation_of_auxin_mediated_signaling_pathway
2,response_to_stress
1,acts_upstream_of_or_within_response_to_nutrient_levels
1,acts_upstream_of_or_within_gibberellin_biosynthetic_process
1,involved_in_response_to_freezing
1,acts_upstream_of_or_within_vernalization_response
1,involved_in_negative_regulation_of_defense_response_to_bacterium
1,acts_upstream_of_or_within_phloem_loading
1,acts_upstream_of_or_within_pollen_tube_guidance
1,involved_in_cellular_response_to_fatty_acid
1,involved_in_transcription
1,involved_in_innate_immune_response
1,acts_upstream_of_or_within_response_to_UV-B
2,acts_upstream_of_or_within_defense_response_to_virus
1,involved_in_lignin_metabolic_process
1,acts_upstream_of_or_within_plant_ovule_development
1,involved_in_fruit_development
6,acts_upstream_of_or_within_pollen_development
1,involved_in_regulation_of_transcription_by_RNA_polymerase_II
1,acts_upstream_of_or_within_endosperm_development
1,involved_in_cellular_response_to_potassium_ion_starvation
1,acts_upstream_of_or_within_regulation_of_seed_growth
1,acts_upstream_of_or_within_positive_regulation_of_cell_population_proliferation
1,acts_upstream_of_or_within_positive_regulation_of_innate_immune_response
1,acts_upstream_of_or_within_flower_development
1,acts_upstream_of_or_within_regulation_of_iron_ion_transport
1,involved_in_pollen_development
2,involved_in_response_to_osmotic_stress
1,acts_upstream_of_or_within_positive_regulation_of_defense_response
1,acts_upstream_of_or_within_response_to_cytokinin
1,acts_upstream_of_or_within_guard_cell_differentiation
1,stomatal_movement
1,involved_in_developmental_process
1,involved_in_stomatal_complex_formation
1,acts_upstream_of_or_within_developmental_process
1,acts_upstream_of_or_within_microgametogenesis
1,acts_upstream_of_or_within_response_to_zinc_ion
1,acts_upstream_of_or_within_root_cap_development
1,involved_in_negative_regulation_of_histone_H3-K27_methylation
1,involved_in_gibberellin_biosynthetic_process
1,acts_upstream_of_or_within_DNA_methylation
2,signal_transduction
1,acts_upstream_of_or_within_cold_acclimation
1,calcium-mediated_signaling
3,acts_upstream_of_or_within_unidimensional_cell_growth
1,acts_upstream_of_or_within_cellular_response_to_abscisic_acid_stimulus
2,involved_in_response_to_bacterium
2,involved_in_response_to_salicylic_acid
1,acts_upstream_of_or_within_detection_of_ethylene_stimulus
1,acts_upstream_of_or_within_simple_leaf_morphogenesis
1,involved_in_regulation_of_lignin_biosynthetic_process
1,acts_upstream_of_or_within_defense_response_to_other_organism
1,involved_in_regulation_of_antifungal_innate_immune_response
1,acts_upstream_of_or_within_positive_regulation_of_cell_death
1,involved_in_regulation_of_auxin_polar_transport
2,single-organism_process
2,response_to_acid_chemical
1,involved_in_nitrate_import
1,involved_in_positive_regulation_of_seed_germination
1,involved_in_regulation_of_flower_development
1,response_to_transition_metal_nanoparticle
1,acts_upstream_of_or_within_response_to_oomycetes
1,acts_upstream_of_or_within_response_to_light_stimulus
2,acts_upstream_of_or_within_jasmonic_acid_and_ethylene-dependent_systemic_resistance
1,acts_upstream_of_or_within_lignin_metabolic_process
1,involved_in_response_to_hydrogen_peroxide
7,acts_upstream_of_or_within_defense_response_to_fungus
1,involved_in_response_to_auxin
1,acts_upstream_of_or_within_response_to_iron_ion
3,involved_in_response_to_salt_stress
1,involved_in_guard_cell_fate_commitment
1,cellular_response_to_chitin
2,acts_upstream_of_or_within_regulation_of_meristem_growth
1,acts_upstream_of_or_within_protein_phosphorylation
5,single-organism_cellular_process
1,defense_response
1,response_to_nutrient
1,innate_immune_response
1,involved_in_regulation_of_defense_response_to_oomycetes
1,involved_in_maintenance_of_root_meristem_identity
1,acts_upstream_of_or_within_response_to_far_red_light
1,involved_in_response_to_molecule_of_fungal_origin
4,has_protein_modification_of_type_protein_phosphorylation
1,acts_upstream_of_or_within_ethylene_biosynthetic_process
1,acts_upstream_of_or_within_regulation_of_cell_size
1,involved_in_regulation_of_cellular_response_to_alkaline_pH
1,acts_upstream_of_or_within_response_to_cadmium_ion
1,acts_upstream_of_or_within_flavonol_biosynthetic_process
1,acts_upstream_of_or_within_circadian_rhythm
1,single-organism_metabolic_process
1,mannosylation
1,involved_in_regulation_of_root_development
1,acts_upstream_of_or_within_defense_response_to_Gram-negative_bacterium
1,involved_in_plant-type_cell_wall_organization
1,involved_in_root_hair_elongation
1,acts_upstream_of_or_within_positive_regulation_of_abscisic_acid_biosynthetic_process
1,acts_upstream_of_or_within_PAMP-triggered_immunity_signalling_pathway
2,acts_upstream_of_or_within_innate_immune_response
2,acts_upstream_of_or_within_cellular_response_to_water_deprivation
1,acts_upstream_of_or_within_seed_morphogenesis
2,acts_upstream_of_or_within_root_development
1,acts_upstream_of_or_within_response_to_jasmonic_acid
1,acts_upstream_of_or_within_gametophyte_development
2,involved_in_defense_response_to_oomycetes
1,acts_upstream_of_or_within_guard_mother_cell_differentiation
1,acts_upstream_of_or_within_membrane_raft_localization
6,involved_in_defense_response_to_bacterium
1,involved_in_inflorescence_morphogenesis
1,involved_in_developmental_growth_involved_in_morphogenesis
1,acts_upstream_of_or_within_negative_regulation_of_transcription
1,acts_upstream_of_or_within_endoplasmic_reticulum_unfolded_protein_response
1,acts_upstream_of_or_within_carbohydrate_homeostasis
1,acts_upstream_of_or_within_cellular_response_to_toxic_substance
3,involved_in_protein_autophosphorylation
6,acts_upstream_of_or_within_protein_autophosphorylation
1,involved_in_detoxification
1,acts_upstream_of_or_within_response_to_nematode
1,acts_upstream_of_or_within_response_to_salt
2,acts_upstream_of_or_within_cellular_protein_localization
1,metal_ion_transport
3,involved_in_defense_response_to_fungus
1,acts_upstream_of_or_within_seedling_development
1,acts_upstream_of_or_within_embryo_sac_development
1,acts_upstream_of_or_within_radial_pattern_formation
1,acts_upstream_of_or_within_anther_wall_tapetum_development
1,involved_in_polarity_specification_of_adaxial/abaxial_axis
5,acts_upstream_of_or_within_signal_transduction
1,acts_upstream_of_or_within_gravitropism
3,acts_upstream_of_or_within_positive_regulation_of_transcription
1,single-organism_organelle_organization
2,acts_upstream_of_or_within_leaf_senescence
1,involved_in_response_to_low_fluence_red_light_stimulus
1,acts_upstream_of_or_within_post-transcriptional_gene_silencing_by_RNA
1,acts_upstream_of_or_within_leaf_abscission
1,involved_in_meristem_maintenance
1,galactolipid_biosynthetic_process
1,acts_upstream_of_or_within_response_to_karrikin
1,involved_in_regulation_of_secondary_cell_wall_biogenesis
1,acts_upstream_of_or_within_seed_dormancy_process
1,involved_in_response_to_low_humidity
1,macromolecule_metabolic_process
1,involved_in_leaf_development
2,regulation_of_cellular_process
1,acts_upstream_of_or_within_regulation_of_innate_immune_response
1,cell_cycle_process
1,involved_in_detection_of_molecule_of_fungal_origin
1,acts_upstream_of_or_within_negative_regulation_of_defense_response
3,acts_upstream_of_or_within_response_to_salicylic_acid
1,involved_in_ethylene_biosynthetic_process
1,acts_upstream_of_or_within_response_to_nickel_cation
1,involved_in_regulation_of_lateral_root_development
1,acts_upstream_of_or_within_flavonoid_biosynthetic_process
1,acts_upstream_of_or_within_jasmonic_acid_mediated_signaling_pathway
2,acts_upstream_of_or_within_regulation_of_cell_growth
3,acts_upstream_of_or_within_defense_response_to_bacterium
3,involved_in_SCF-dependent_proteasomal_ubiquitin-dependent_protein_catabolic_process
1,acts_upstream_of_or_within_signal_complex_assembly
2,involved_in_regulation_of_jasmonic_acid_mediated_signaling_pathway
1,involved_in_phosphorylation
1,acts_upstream_of_or_within_positive_regulation_of_organ_growth
2,acts_upstream_of_or_within_response_to_other_organism
1,involved_in_response_to_absence_of_light
2,acts_upstream_of_or_within_response_to_chitin
1,involved_in_regulation_of_protein_dephosphorylation
1,involved_in_endodermal_cell_fate_specification
1,acts_upstream_of_or_within_response_to_photooxidative_stress
1,involved_in_regulation_of_anthocyanin_biosynthetic_process
1,acts_upstream_of_or_within_organ_growth
1,cellular_protein_metabolic_process
1,cellular_metabolic_process
1,involved_in_response_to_molecule_of_oomycetes_origin
4,acts_upstream_of_or_within_response_to_salt_stress
1,acts_upstream_of_or_within_floral_organ_abscission
2,involved_in_leaf_senescence
1,shoot_system_morphogenesis
1,involved_in_response_to_brassinosteroid
1,involved_in_phloem_development
1,phosphorylation
1,involved_in_response_to_desiccation
1,acts_upstream_of_or_within_pectin_catabolic_process
5,acts_upstream_of_or_within_regulation_of_transcription
1,acts_upstream_of_or_within_regulation_of_seed_germination
5,acts_upstream_of_or_within_response_to_wounding
1,involved_in_stomatal_complex_patterning
2,involved_in_response_to_oxidative_stress
1,involved_in_plant-type_secondary_cell_wall_biogenesis
1,acts_upstream_of_or_within_secondary_shoot_formation
1,acts_upstream_of_or_within_leaf_vascular_tissue_pattern_formation
1,involved_in_cellular_response_to_molecule_of_bacterial_origin
1,involved_in_positive_regulation_of_defense_response_to_oomycetes
1,acts_upstream_of_or_within_maintenance_of_protein_location_in_nucleus
1,multi-organism_process
1,involved_in_regulation_of_unidimensional_cell_growth
1,acts_upstream_of_or_within_regulation_of_gene_expression
1,acts_upstream_of_or_within_response_to_virus
1,acts_upstream_of_or_within_phenylpropanoid_biosynthetic_process
1,acts_upstream_of_or_within_lateral_root_formation
1,involved_in_trichome_morphogenesis
1,involved_in_salicylic_acid_catabolic_process
2,response_to_stimulus
3,acts_upstream_of_or_within_response_to_osmotic_stress
1,acts_upstream_of_or_within_cell_division
1,acts_upstream_of_or_within_protein_import_into_chloroplast_stroma
2,acts_upstream_of_or_within_embryo_development_ending_in_seed_dormancy
1,acts_upstream_of_or_within_regulation_of_meristem_structural_organization
1,involved_in_microgametogenesis
3,involved_in_regulation_of_defense_response_to_fungus
1,involved_in_guard_mother_cell_differentiation
5,involved_in_regulation_of_transcription
1,cytokinesis_by_cell_plate_formation
2,involved_in_asymmetric_cell_division
3,cellular_process
1,acts_upstream_of_or_within_shoot_system_development
2,involved_in_cell_surface_receptor_signaling_pathway
1,cellular_response_to_organic_substance
2,involved_in_response_to_stress
1,acts_upstream_of_or_within_response_to_reactive_oxygen_species
1,involved_in_regulation_of_stomatal_complex_development
1,acts_upstream_of_or_within_cellular_heat_acclimation
1,acts_upstream_of_or_within_endodermal_cell_fate_specification
4,acts_upstream_of_or_within_response_to_cold
2,acts_upstream_of_or_within_response_to_auxin
1,involved_in_trichome_branching
1,acts_upstream_of_or_within_peptidyl-serine_autophosphorylation
1,cellular_response_to_water_deprivation
1,involved_in_regulation_of_cell_division
1,acts_upstream_of_or_within_leaf_development
1,involved_in_regulation_of_cell_differentiation
1,involved_in_bundle_sheath_cell_fate_specification
1,involved_in_systemic_acquired_resistance
1,acts_upstream_of_or_within_oligosaccharide_metabolic_process
2,involved_in_response_to_wounding
5,protein_phosphorylation
3,involved_in_response_to_mannitol
1,acts_upstream_of_or_within_abscisic_acid-activated_signaling_pathway
1,involved_in_hydrogen_peroxide_catabolic_process
1,involved_in_innate_immune_response-activating_signal_transduction
1,acts_upstream_of_or_within_brassinosteroid_metabolic_process
1,acts_upstream_of_or_within_response_to_xenobiotic_stimulus
1,acts_upstream_of_or_within_regulation_of_jasmonic_acid_mediated_signaling_pathway
2,acts_upstream_of_or_within_asymmetric_cell_division
1,acts_upstream_of_or_within_response_to_water_deprivation
1,cellular_response_to_phosphate_starvation
1,involved_in_stomatal_complex_development
1,involved_in_gravitropism
1,metabolic_process
1,acts_upstream_of_or_within_salicylic_acid_mediated_signaling_pathway
1,involved_in_response_to_fungus
1,involved_in_positive_regulation_of_transcription
1,involved_in_shade_avoidance
1,acts_upstream_of_or_within_negative_regulation_of_abscisic_acid-activated_signaling_pathway
1,acts_upstream_of_or_within_leaf_morphogenesis
1,acts_upstream_of_or_within_regulation_of_cell_adhesion
2,acts_upstream_of_or_within_regulation_of_defense_response
1,acts_upstream_of_or_within_cortical_microtubule_organization
1,oxylipin_biosynthetic_process
1,involved_in_response_to_abscisic_acid
1,acts_upstream_of_or_within_regulation_of_asymmetric_cell_division
1,involved_in_lateral_root_formation
1,acts_upstream_of_or_within_seed_development
9,acts_upstream_of_or_within_phosphorylation
1,response_to_metal_ion
6,acts_upstream_of_or_within_response_to_abscisic_acid
1,anatomical_structure_development
1,involved_in_xylem_development
1,acts_upstream_of_or_within_cellulose_biosynthetic_process
8,acts_upstream_of_or_within_cellular_response_to_hypoxia
2,involved_in_regulation_of_defense_response
1,acts_upstream_of_or_within_response_to_red_light
1,acts_upstream_of_or_within_regulation_of_cellular_response_to_alkaline_pH
2,acts_upstream_of_or_within_phloem_or_xylem_histogenesis
1,acts_upstream_of_or_within_lateral_root_morphogenesis
1,involved_in_positive_regulation_of_lateral_root_development
1,involved_in_regulation_of_response_to_osmotic_stress
1,involved_in_procambium_histogenesis
1,response_to_ethylene
1,acts_upstream_of_or_within_cell_differentiation
1,acts_upstream_of_or_within_chloroplast_organization
1,involved_in_response_to_insect
1,acts_upstream_of_or_within_bundle_sheath_cell_fate_specification
1,acts_upstream_of_or_within_production_of_siRNA_involved_in_RNA_interference
1,acts_upstream_of_or_within_ubiquinone_biosynthetic_process
1,abscisic_acid-activated_signaling_pathway
1,acts_upstream_of_or_within_anaerobic_respiration
2,involved_in_cellular_response_to_abscisic_acid_stimulus
2,response_to_hormone
1,acts_upstream_of_or_within_stomatal_lineage_progression
1,multicellular_organismal_development
1,cellulose_biosynthetic_process
1,acts_upstream_of_or_within_nitrate_import
1,involved_in_response_to_oomycetes
1,involved_in_cellular_response_to_chitin
1,involved_in_regulation_of_shoot_system_development
1,acts_upstream_of_or_within_stomatal_complex_development
1,acts_upstream_of_or_within_fruit_development
1,involved_in_negative_regulation_of_cell_death
1,acts_upstream_of_or_within_response_to_sodium_phosphate
4,acts_upstream_of_or_within_response_to_fungus
1,acts_upstream_of_or_within_programmed_cell_death
1,acts_upstream_of_or_within_regulation_of_cell_division
1,acts_upstream_of_or_within_pH_reduction
1,involved_in_hormone-mediated_signaling_pathway
1,involved_in_RNA_modification
1,acts_upstream_of_or_within_negative_regulation_of_floral_organ_abscission
1,acts_upstream_of_or_within_response_to_high_light_intensity
1,involved_in_response_to_chitin
1,response_to_cold
